200,8.19
300,9.65
400,9.07
500,10.67
600,10.27
700,10.91
800,10.74
900,12.2
1000,11.16
1100,12.22
1200,12.54
1300,13.26
1400,12.99
1500,11.88
1600,13.47
1700,12.46
1800,13.65
1900,13.69
2000,12.18
2100,13.66
2200,14.64
2300,12.22
2400,14.23
2500,13.91
2600,14.52
2700,13.21
2800,13.66
2900,13.89
3000,13.7
3100,13.72
3200,14.77
3300,15.66
3400,14.67
3500,14.65
3600,14.11
3700,14.22
3800,14.55
3900,13.74
4000,14.65
4100,13.81
4200,15.72
4300,16.64
4400,15.96
4500,14.65
4600,15
4700,14.07
4800,15.76
4900,16.02
5000,14.93
5100,15.87
5200,13.86
5300,13.86
5400,15.83
5500,15.3
5600,15.92
5700,17.08
5800,14.59
5900,15.62
6000,16.55
6100,16.14
6200,16.06
6300,16.45
6400,16.97
6500,14.8
6600,16.56
6700,15.82
6800,16.49
6900,15.58
7000,17.09
7100,16.21
7200,15.46
7300,15.28
7400,16.44
7500,16.43
7600,15.94
7700,15.68
7800,15.34
7900,15.89
8000,16.24
8100,15.87
8200,16.65
8300,16.1
8400,16.18
8500,17.3
8600,16.05
8700,15.92
8800,18.19
8900,15.95
9000,16.35
9100,17.02
9200,17.06
9300,16.21
9400,16.42
9500,17.55
9600,16.33
9700,16.59
9800,16.08
9900,17.64
10000,16.41
10100,16.8
10200,16.11
10300,17.12
10400,16.46
10500,17.1
10600,17.12
10700,16.78
10800,16.6
10900,16.85
11000,17.22
11100,15.97
11200,17.09
11300,16.92
11400,16.88
11500,18.25
11600,17.43
11700,15.75
11800,17.19
11900,18.01
12000,18.03
12100,17.49
12200,17.11
12300,16.52
12400,16.23
12500,17.15
12600,16.59
12700,16.54
12800,16.23
12900,17.75
13000,16.49
13100,16.8
13200,16.51
13300,16.13
13400,17.55
13500,16.6
13600,17.08
13700,17.11
13800,16.2
13900,16.76
14000,17.23
14100,17.28
14200,16.28
14300,17.31
14400,18.25
14500,18.72
14600,16.7
14700,17.15
14800,18.17
14900,17.52
15000,17.7
15100,16.94
15200,16.86
15300,17.43
15400,17.37
15500,18.77
15600,17.2
15700,18.32
15800,17.74
15900,18.7
16000,19.25
16100,16.28
16200,17.57
16300,16.81
16400,17.3
16500,18.24
16600,16.55
16700,18.74
16800,17.54
16900,16.97
17000,17.26
17100,17.01
17200,18.15
17300,16.65
17400,17.7
17500,17.91
17600,17.36
17700,16.81
17800,18.41
17900,17.58
18000,17.52
18100,17.75
18200,17.67
18300,16.55
18400,18.8
18500,17.91
18600,17.35
18700,17.1
18800,18.17
18900,17.06
19000,17.19
19100,16.78
19200,18.14
19300,18.94
19400,16.8
19500,17.5
19600,17.67
19700,20.18
19800,19.53
19900,16.65
20000,19.92
20100,17.39
20200,18.32
20300,17.9
20400,18.57
20500,18.19
20600,16.45
20700,17.28
20800,16.98
20900,16.98
21000,17.56
21100,17.72
21200,19.22
21300,19.49
21400,16.73
21500,17.98
21600,17.49
21700,18.38
21800,18.64
21900,17.74
22000,18.66
22100,18.41
22200,17.82
22300,17.8
22400,19.67
22500,18.76
22600,17.33
22700,18.05
22800,18.49
22900,18.18
23000,18.12
23100,17.58
23200,18.03
23300,18.16
23400,18.51
23500,18.86
23600,17.74
23700,18.84
23800,19.39
23900,17.6
24000,18.41
24100,17.81
24200,17.87
24300,20.26
24400,17.36
24500,17.91
24600,18.18
24700,17.41
24800,19.12
24900,18.18
25000,18.37
25100,18.46
25200,17.55
25300,18.08
25400,17.34
25500,17.51
25600,18.96
25700,20.49
25800,18.2
25900,18.25
26000,18.92
26100,18.04
26200,18.68
26300,19.25
26400,19.22
26500,17.02
26600,17.72
26700,17.9
26800,18.81
26900,18.67
27000,17.74
27100,18.32
27200,17.77
27300,18.37
27400,19.4
27500,18.82
27600,18.72
27700,18.92
27800,19.63
27900,18.64
28000,18.17
28100,17.95
28200,18.58
28300,18.85
28400,20.01
28500,20.42
28600,19.59
28700,17.91
28800,18.09
28900,18.97
29000,17.81
29100,19.47
29200,18.9
29300,18.53
29400,18.87
29500,18.68
29600,18.59
29700,17.39
29800,20.2
29900,19.31
30000,18.85
30100,18.25
30200,18.04
30300,17.47
30400,20.69
30500,18.55
30600,18.54
30700,19.08
30800,18.82
30900,18.81
31000,20.1
31100,18.09
31200,18.2
31300,19.83
31400,19.43
31500,19.66
31600,19.19
31700,18.49
31800,18.19
31900,18.71
32000,18.83
32100,18.23
32200,18.25
32300,18.46
32400,18.32
32500,18.87
32600,18.04
32700,20.61
32800,18.29
32900,17.79
33000,19.85
33100,19.17
33200,18.78
33300,18.44
33400,18.06
33500,19.6
33600,19.55
33700,19.22
33800,19.08
33900,19.12
34000,20.01
34100,18.24
34200,20.02
34300,18.68
34400,18.44
34500,19.97
34600,18.53
34700,19.23
34800,18.25
34900,18.86
35000,18.47
35100,18.57
35200,20.13
35300,18
35400,18.19
35500,19.46
35600,18.48
35700,19.26
35800,20.49
35900,18.18
36000,19
36100,20.95
36200,18.09
36300,18.74
36400,17.68
36500,20.34
36600,20.01
36700,18.75
36800,19.34
36900,17.63
37000,19.68
37100,17.6
37200,19.75
37300,20.98
37400,19.03
37500,21.07
37600,20.42
37700,17.68
37800,19.3
37900,19.74
38000,20.45
38100,18.67
38200,20.17
38300,18.99
38400,19
38500,20.24
38600,19.25
38700,18.83
38800,18.32
38900,18.97
39000,17.89
39100,18.45
39200,19.94
39300,19.79
39400,20.38
39500,19.48
39600,19.71
39700,18.65
39800,19.18
39900,18.81
40000,20.15
40100,18.79
40200,18.87
40300,20.85
40400,20.48
40500,18.46
40600,19.13
40700,21.48
40800,19.97
40900,20.53
41000,18.66
41100,20.21
41200,19.9
41300,19.65
41400,20.97
41500,18.36
41600,19.22
41700,20.23
41800,20.03
41900,19.48
42000,19.67
42100,20.71
42200,19.55
42300,19
42400,18.71
42500,19.95
42600,20.7
42700,20.14
42800,19.58
42900,19.96
43000,18.74
43100,20.33
43200,20.52
43300,20.6
43400,19.93
43500,18.26
43600,19.19
43700,23.24
43800,20.51
43900,19.5
44000,19.15
44100,20.72
44200,19.74
44300,19.17
44400,20.98
44500,18.23
44600,20.23
44700,19
44800,18.67
44900,18.92
45000,20.06
45100,20.85
45200,19.07
45300,19.88
45400,20.17
45500,18.48
45600,21.51
45700,19.49
45800,21
45900,19.5
46000,18.93
46100,19.5
46200,19.35
46300,19.71
46400,19.94
46500,18.35
46600,19.47
46700,19.43
46800,20.1
46900,19.1
47000,19.08
47100,20.03
47200,19.25
47300,19.42
47400,19.28
47500,21.41
47600,19.84
47700,20.07
47800,18.72
47900,20.08
48000,20.45
48100,19.3
48200,20.23
48300,20.74
48400,21.19
48500,19.07
48600,18.59
48700,19.07
48800,20.37
48900,18.46
49000,18.41
49100,20.4
49200,19.95
49300,19.84
49400,19.29
49500,19.64
49600,19.7
49700,18.42
49800,21.53
49900,19.71
50000,20.7
50100,22.32
50200,19.95
50300,20
50400,24.29
50500,19.55
50600,19.92
50700,20.9
50800,19.44
50900,20.23
51000,20.82
51100,19.38
51200,20.43
51300,19.96
51400,19.55
51500,19.72
51600,20.79
51700,20.24
51800,18.75
51900,20.81
52000,21.02
52100,19.12
52200,20.22
52300,19.28
52400,19.5
52500,20.5
52600,18.39
52700,19.23
52800,20.06
52900,21.05
53000,19.19
53100,20.11
53200,19.36
53300,19.1
53400,19.44
53500,19.01
53600,19.23
53700,19.16
53800,20.1
53900,19.03
54000,21.26
54100,19.87
54200,19.87
54300,19.77
54400,19.35
54500,20.22
54600,21.13
54700,20.18
54800,19.98
54900,18.45
55000,21.76
55100,19.51
55200,19.44
55300,19.72
55400,20.53
55500,21.46
55600,21.57
55700,20.3
55800,19.62
55900,21.1
56000,20.82
56100,20.18
56200,19.46
56300,19.2
56400,18.86
56500,19.12
56600,19.96
56700,19.66
56800,19.46
56900,20.39
57000,19.17
57100,19.33
57200,20.1
57300,19.47
57400,18.97
57500,19.42
57600,20.28
57700,22.16
57800,19.81
57900,19.43
58000,19.63
58100,19.87
58200,20.05
58300,20.74
58400,19.78
58500,19.09
58600,20
58700,19.33
58800,19.82
58900,19.36
59000,20
59100,19.41
59200,20.08
59300,19.91
59400,20.04
59500,20.52
59600,21.53
59700,19.82
59800,20.52
59900,20.38
60000,18.8
60100,20.11
60200,21.12
60300,22.59
60400,19.53
60500,20.57
60600,19.54
60700,21.14
60800,19.09
60900,19.85
61000,19.85
61100,19.65
61200,19.83
61300,21.13
61400,19.66
61500,20.65
61600,19.27
61700,18.71
61800,18.96
61900,18.91
62000,20.22
62100,20.42
62200,21.3
62300,19.47
62400,19.39
62500,19.88
62600,20.79
62700,19.35
62800,21.6
62900,19.08
63000,19.59
63100,20.6
63200,18.79
63300,20.41
63400,20.69
63500,20.68
63600,20.49
63700,20.11
63800,20.8
63900,20.99
64000,20.72
64100,21.05
64200,20.6
64300,20.96
64400,20.19
64500,22.31
64600,19.72
64700,20.97
64800,21.47
64900,19.03
65000,19.43
65100,20.3
65200,19.34
65300,21.34
65400,19.96
65500,20.67
65600,20.23
65700,19.57
65800,19.51
65900,20.71
66000,21.69
66100,20.42
66200,21.33
66300,19.75
66400,20.14
66500,20.87
66600,20.04
66700,20.9
66800,22.21
66900,19.64
67000,21.03
67100,20.03
67200,20.63
67300,20.65
67400,21.43
67500,20.64
67600,22.5
67700,19.29
67800,20.88
67900,19.43
68000,21.62
68100,20.11
68200,20.55
68300,20.36
68400,21.36
68500,19.88
68600,20.98
68700,20.09
68800,21.3
68900,20.71
69000,20.33
69100,21.26
69200,20.62
69300,20.73
69400,20.78
69500,19.96
69600,19.75
69700,20.38
69800,20.6
69900,20.47
70000,21.68
70100,19.76
70200,20.26
70300,19.35
70400,19.87
70500,21.73
70600,20.47
70700,20.25
70800,20.69
70900,20.57
71000,20.39
71100,20
71200,20.55
71300,19.96
71400,20.17
71500,19.76
71600,19.55
71700,19.95
71800,21.36
71900,20.44
72000,21.16
72100,21.62
72200,21.11
72300,20.35
72400,20.39
72500,20.33
72600,20.29
72700,20.1
72800,21.04
72900,21.32
73000,21.38
73100,21.31
73200,21.3
73300,20.05
73400,20.82
73500,19.36
73600,20.72
73700,19.97
73800,22.27
73900,20.64
74000,20.04
74100,21.38
74200,20.45
74300,20.77
74400,22.12
74500,19.32
74600,19.49
74700,20.34
74800,21.11
74900,19.74
75000,19.76
75100,21.37
75200,22.47
75300,21.39
75400,21.07
75500,21.05
75600,20.98
75700,20.34
75800,20.38
75900,21.57
76000,20.62
76100,20.46
76200,21.22
76300,20.29
76400,20.15
76500,20.64
76600,20.58
76700,20.63
76800,20.74
76900,20.62
77000,19.78
77100,20.57
77200,20.67
77300,20.79
77400,23.04
77500,21.28
77600,20.41
77700,20.58
77800,19.49
77900,20.25
78000,20.41
78100,21.86
78200,21.78
78300,21.92
78400,20.07
78500,19.86
78600,21.26
78700,20.63
78800,20.51
78900,20.69
79000,20.22
79100,20.43
79200,19.55
79300,19.67
79400,20.47
79500,23.73
79600,21.31
79700,20.44
79800,20.67
79900,19.84
80000,21.33
80100,20.57
80200,20.93
80300,23.07
80400,19.88
80500,19.95
80600,21.49
80700,20.28
80800,21.46
80900,20.03
81000,19.35
81100,20.57
81200,19.99
81300,20.93
81400,20.21
81500,20.24
81600,20.43
81700,20.37
81800,20.77
81900,20.28
82000,20
82100,19.63
82200,21.68
82300,19.45
82400,19.79
82500,20.81
82600,22.62
82700,22.91
82800,21
82900,21.19
83000,20.18
83100,20.97
83200,21.48
83300,20.04
83400,21.5
83500,20.38
83600,19.83
83700,20.13
83800,19.86
83900,20.09
84000,20.56
84100,20.42
84200,20.52
84300,21.43
84400,20.95
84500,20.54
84600,20.05
84700,21.15
84800,22.57
84900,20.33
85000,20.88
85100,20.59
85200,21.38
85300,20.59
85400,22.05
85500,19.92
85600,20.34
85700,19.63
85800,20.14
85900,20.58
86000,21.51
86100,22.58
86200,20.76
86300,20.54
86400,20.7
86500,20.59
86600,21.06
86700,20.89
86800,20.75
86900,21.41
87000,20.53
87100,22.52
87200,21.32
87300,21.27
87400,20.3
87500,20.28
87600,20.71
87700,20.55
87800,19.17
87900,21.32
88000,21.07
88100,22.5
88200,21.54
88300,20.53
88400,20.54
88500,20.05
88600,20.6
88700,20.39
88800,22.31
88900,20.21
89000,19.75
89100,21.75
89200,21.53
89300,22.53
89400,20.74
89500,19.84
89600,20.93
89700,21.73
89800,20.88
89900,21.31
90000,19.43
90100,21.71
90200,21.51
90300,19.93
90400,21.56
90500,21.13
90600,21.11
90700,21.05
90800,19.97
90900,21.51
91000,21.4
91100,21.76
91200,21.52
91300,20.58
91400,21.33
91500,21.18
91600,19.84
91700,20.08
91800,19.84
91900,20.5
92000,20.84
92100,21.05
92200,21
92300,19.99
92400,20.75
92500,21.29
92600,20.67
92700,21.68
92800,21.52
92900,20.37
93000,21.15
93100,22.25
93200,22.33
93300,20.26
93400,20.02
93500,20.08
93600,22.08
93700,19.91
93800,21
93900,20.43
94000,20.32
94100,21.23
94200,20
94300,21.3
94400,22.7
94500,21.27
94600,20.82
94700,22.08
94800,21.16
94900,21.45
95000,20.35
95100,21.49
95200,20.82
95300,21.26
95400,20.65
95500,21.18
95600,22.39
95700,22
95800,20.05
95900,21.66
96000,20.54
96100,21.41
96200,21.96
96300,21.05
96400,20.62
96500,21.1
96600,22.43
96700,21.64
96800,20.07
96900,23.06
97000,20.56
97100,21.59
97200,20.93
97300,22.03
97400,21.13
97500,22.18
97600,19.99
97700,21.53
97800,20.62
97900,21.03
98000,20.62
98100,20.96
98200,21.51
98300,21.49
98400,20.35
98500,21.25
98600,20.5
98700,20.86
98800,19.72
98900,22.19
99000,20.74
99100,21.85
99200,20.88
99300,21.53
99400,20.83
99500,21.21
99600,20.29
99700,20.51
99800,21.09
99900,23.24
100000,20.36
